_id,AnnoA,AteneoCOD,AteneoNOME,ClasseNUMERO,ClasseNOME,CorsoNOME,SedeC,SedeP,CorsoLingua
4632,2020/2021,7801,Calabria,LM-65,Scienze dello spettacolo e produzione multimediale,"Dams. Cinema, Fotografia, Performance",RENDE,COSENZA,""
4633,2020/2021,7801,Calabria,LM-74,Scienze e tecnologie geologiche,Scienze Geologiche,RENDE,COSENZA,""
4634,2020/2021,7801,Calabria,LM-77,Scienze economico-aziendali,Economia Aziendale e Management,RENDE,COSENZA,""
4635,2020/2021,7801,Calabria,LM-78,Scienze filosofiche,Scienze Filosofiche,RENDE,COSENZA,""
4636,2020/2021,7801,Calabria,LM-81,Scienze per la cooperazione allo sviluppo,Scienze per la Cooperazione e Lo Sviluppo,RENDE,COSENZA,""
4637,2020/2021,7801,Calabria,LM-82,Scienze statistiche,Statistica ed Informatica per le Decisioni e le Analisi di Mercato,RENDE,COSENZA,""
4638,2020/2021,7801,Calabria,LM-84,Scienze storiche,Scienze Storiche,RENDE,COSENZA,""
4639,2020/2021,7801,Calabria,LM-85,Scienze pedagogiche,Scienze Pedagogiche,RENDE,COSENZA,""
4640,2020/2021,7801,Calabria,LM-87,Servizio sociale e politiche sociali,Scienze delle Politiche e dei Servizi Sociali,RENDE,COSENZA,""
4641,2020/2021,7801,Calabria,LM-88,Sociologia e ricerca sociale,Sociologia e Ricerca Sociale,RENDE,COSENZA,""
4642,2020/2021,7801,Calabria,LM-89,Storia dell'arte,Storia dell'Arte,RENDE,COSENZA,""
4643,2020/2021,7801,Calabria,LM-92,Teorie della comunicazione,Comunicazione e Tecnologie dell'Informazione,RENDE,COSENZA,""
4644,2020/2021,7801,Calabria,LM/DS,Scienze della difesa e della sicurezza,Intelligence e Analisi del Rischio,RENDE,COSENZA,""
4645,2020/2021,7801,Calabria,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),Ingegneria Edile-Architettura,RENDE,COSENZA,""
4646,2020/2021,7801,Calabria,LM-85 bis,Scienze della formazione primaria,Scienze della Formazione Primaria,RENDE,COSENZA,""
4647,2020/2021,7801,Calabria,LMR/02,Conservazione e restauro dei beni culturali,Conservazione e Restauro dei Beni Culturali (Abilitante Ai Sensi del D.Lgs N.42/2004),RENDE,COSENZA,""
4648,2020/2021,7901,Catanzaro,L-02,Biotecnologie,Biotecnologie,CATANZARO,CATANZARO,""
4649,2020/2021,7901,Catanzaro,L-08,Ingegneria dell'informazione,Ingegneria Informatica e Biomedica,CATANZARO,CATANZARO,""
4650,2020/2021,7901,Catanzaro,L-16,Scienze dell'amministrazione e dell'organizzazione,Organizzazioni delle Amministrazioni Pubbliche e Private,CATANZARO,CATANZARO,""
4651,2020/2021,7901,Catanzaro,L-18,Scienze dell'economia e della gestione aziendale,Economia Aziendale,CATANZARO,CATANZARO,""
4652,2020/2021,7901,Catanzaro,L-22,Scienze delle attività motorie e sportive,Scienze Motorie e Sportive,CATANZARO,CATANZARO,""
4653,2020/2021,7901,Catanzaro,L-24,Scienze e tecniche psicologiche,Scienze e Tecniche di Psicologia Cognitiva,CATANZARO,CATANZARO,""
4654,2020/2021,7901,Catanzaro,L-38,Scienze zootecniche e tecnologie delle produzioni animali,Scienze e Tecnologie delle Produzioni Animali,CATANZARO,CATANZARO,""
4655,2020/2021,7901,Catanzaro,L-40,Sociologia,Sociologia,CATANZARO,CATANZARO,""
4656,2020/2021,7901,Catanzaro,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),CATANZARO,CATANZARO,""
4657,2020/2021,7901,Catanzaro,L/SNT2,Professioni sanitarie della riabilitazione,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),CATANZARO,CATANZARO,""
4658,2020/2021,7901,Catanzaro,L/SNT2,Professioni sanitarie della riabilitazione,Ortottica ed Assistenza Oftalmologica (Abilitante alla Professione Sanitaria di Ortottista ed Assistente di Oftalmologia),CATANZARO,CATANZARO,""
4659,2020/2021,7901,Catanzaro,L/SNT2,Professioni sanitarie della riabilitazione,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),CATANZARO,CATANZARO,""
4660,2020/2021,7901,Catanzaro,L/SNT3,Professioni sanitarie tecniche,Dietistica (Abilitante alla Professione Sanitaria di Dietista),CATANZARO,CATANZARO,""
4661,2020/2021,7901,Catanzaro,L/SNT3,Professioni sanitarie tecniche,Tecniche di Neurofisiopatologia (Abilitante alla Professione Sanitaria di Tecnico di Neurofisiopatologia),CATANZARO,CATANZARO,""
4662,2020/2021,7901,Catanzaro,L/SNT3,Professioni sanitarie tecniche,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),CATANZARO,CATANZARO,""
4663,2020/2021,7901,Catanzaro,L/SNT3,Professioni sanitarie tecniche,Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare),CATANZARO,CATANZARO,""
4664,2020/2021,7901,Catanzaro,L/SNT4,Professioni sanitarie della prevenzione,Assistenza Sanitaria (Abilitante alla Professione Sanitaria di Assistente Sanitario),CATANZARO,CATANZARO,""
4665,2020/2021,7901,Catanzaro,LMG/01,Magistrali in giurisprudenza,Giurisprudenza,CATANZARO,CATANZARO,""
4666,2020/2021,7901,Catanzaro,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche","Biotecnologie Mediche, Veterinarie e Farmaceutiche",CATANZARO,CATANZARO,""
4667,2020/2021,7901,Catanzaro,LM-13,Farmacia e farmacia industriale,Farmacia,CATANZARO,CATANZARO,""
4668,2020/2021,7901,Catanzaro,LM-21,Ingegneria biomedica,Ingegneria Biomedica,CATANZARO,CATANZARO,""
4669,2020/2021,7901,Catanzaro,LM-41,Medicina e chirurgia,Medicina e Chirurgia,CATANZARO,CATANZARO,""
4670,2020/2021,7901,Catanzaro,LM-46,Odontoiatria e protesi dentaria,Odontoiatria e Protesi Dentaria,CATANZARO,CATANZARO,""
4671,2020/2021,7901,Catanzaro,LM-51,Psicologia,Psicologia Cognitiva e Neuroscienze,CATANZARO,CATANZARO,""
4672,2020/2021,7901,Catanzaro,LM-63,Scienze delle pubbliche amministrazioni,Scienze delle Amministrazioni e delle Organizzazioni Complesse (Saoc),CATANZARO,CATANZARO,""
4673,2020/2021,7901,Catanzaro,LM-67,Scienze e tecniche delle attività motorie preventive e adattate,Scienze e Tecniche dello Sport e delle Attività Motorie Preventive e Adattate,CATANZARO,CATANZARO,""
4674,2020/2021,7901,Catanzaro,LM-68,Scienze e tecniche dello sport,Scienze e Tecniche dello Sport e delle Attività Motorie Preventive e Adattate,CATANZARO,CATANZARO,""
4675,2020/2021,7901,Catanzaro,LM-77,Scienze economico-aziendali,Economia Aziendale e Management,CATANZARO,CATANZARO,""
4676,2020/2021,7901,Catanzaro,LM/SNT1,Scienze infermieristiche e ostetriche,Scienze Infermieristiche e Ostetriche,CATANZARO,CATANZARO,""
4677,2020/2021,8001,Reggio Calabria,L-04,Disegno industriale,Design,REGGIO CALABRIA,REGGIO CALABRIA,""
4678,2020/2021,8001,Reggio Calabria,L-07,Ingegneria civile e ambientale,Ingegneria Civile e Ambientale per Lo Sviluppo Sostenibile,REGGIO CALABRIA,REGGIO CALABRIA,""
4679,2020/2021,8001,Reggio Calabria,L-08,Ingegneria dell'informazione,Ingegneria dell'Informazione,REGGIO CALABRIA,REGGIO CALABRIA,""
4680,2020/2021,8001,Reggio Calabria,L-09,Ingegneria industriale,Ingegneria Industriale,REGGIO CALABRIA,REGGIO CALABRIA,""
4681,2020/2021,8001,Reggio Calabria,L-17,Scienze dell'architettura,Scienze dell'Architettura,REGGIO CALABRIA,REGGIO CALABRIA,""
4682,2020/2021,8001,Reggio Calabria,L-19,Scienze dell'educazione e della formazione,Scienze dell'Educazione e della Formazione,REGGIO CALABRIA,REGGIO CALABRIA,""
4683,2020/2021,8001,Reggio Calabria,L-25,Scienze e tecnologie agrarie e forestali,Scienze e Tecnologie Agrarie,REGGIO CALABRIA,REGGIO CALABRIA,""
4684,2020/2021,8001,Reggio Calabria,L-25,Scienze e tecnologie agrarie e forestali,Scienze Forestali e Ambientali,REGGIO CALABRIA,REGGIO CALABRIA,""
4685,2020/2021,8001,Reggio Calabria,L-26,Scienze e tecnologie alimentari,Scienze e Tecnologie Alimentari,REGGIO CALABRIA,REGGIO CALABRIA,""
4686,2020/2021,8001,Reggio Calabria,L-33,Scienze economiche,Scienze Economiche,REGGIO CALABRIA,REGGIO CALABRIA,""
4687,2020/2021,8001,Reggio Calabria,LMG/01,Magistrali in giurisprudenza,Giurisprudenza,REGGIO CALABRIA,REGGIO CALABRIA,""
4688,2020/2021,8001,Reggio Calabria,LM-04,Architettura e ingegneria edile-architettura,Architettura - Restauro,REGGIO CALABRIA,REGGIO CALABRIA,""
4689,2020/2021,8001,Reggio Calabria,LM-23,Ingegneria civile,Ingegneria Civile,REGGIO CALABRIA,REGGIO CALABRIA,""
4690,2020/2021,8001,Reggio Calabria,LM-27,Ingegneria delle telecomunicazioni,Ingegneria Informatica e dei Sistemi per le Telecomunicazioni,REGGIO CALABRIA,REGGIO CALABRIA,""
4691,2020/2021,8001,Reggio Calabria,LM-29,Ingegneria elettronica,Ingegneria Elettronica,REGGIO CALABRIA,REGGIO CALABRIA,""
4692,2020/2021,8001,Reggio Calabria,LM-30,Ingegneria energetica e nucleare,Ingegneria per la Gestione Sostenibile dell'Ambiente e dell'Energia,REGGIO CALABRIA,REGGIO CALABRIA,""
4693,2020/2021,8001,Reggio Calabria,LM-35,Ingegneria per l'ambiente e il territorio,Ingegneria per la Gestione Sostenibile dell'Ambiente e dell'Energia,REGGIO CALABRIA,REGGIO CALABRIA,""
4694,2020/2021,8001,Reggio Calabria,LM-35,Ingegneria per l'ambiente e il territorio,Ingegneria per l'Ambiente e il Territorio,REGGIO CALABRIA,REGGIO CALABRIA,""
4695,2020/2021,8001,Reggio Calabria,LM-56,Scienze dell'economia,Economia,REGGIO CALABRIA,REGGIO CALABRIA,"italiano, inglese"
4696,2020/2021,8001,Reggio Calabria,LM-69,Scienze e tecnologie agrarie,Scienze e Tecnologie Agrarie,REGGIO CALABRIA,REGGIO CALABRIA,""
4697,2020/2021,8001,Reggio Calabria,LM-70,Scienze e tecnologie alimentari,Scienze e Tecnologie Alimentari,REGGIO CALABRIA,REGGIO CALABRIA,""
4698,2020/2021,8001,Reggio Calabria,LM-73,Scienze e tecnologie forestali ed ambientali,Scienze Forestali e Ambientali,REGGIO CALABRIA,REGGIO CALABRIA,""
4699,2020/2021,8001,Reggio Calabria,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),Architettura,REGGIO CALABRIA,REGGIO CALABRIA,""
4700,2020/2021,8001,Reggio Calabria,LM-85 bis,Scienze della formazione primaria,Scienze della Formazione Primaria,REGGIO CALABRIA,REGGIO CALABRIA,""
4701,2020/2021,8003,Reggio Calabria - Dante Alighieri,L-24,Scienze e tecniche psicologiche,Scienze e Tecniche Psicologiche,REGGIO CALABRIA,REGGIO CALABRIA,""
4702,2020/2021,8003,Reggio Calabria - Dante Alighieri,L-39,Servizio sociale,Mediatori per l'Intercultura e la Coesione Sociale in Europa,REGGIO CALABRIA,REGGIO CALABRIA,""
4703,2020/2021,8003,Reggio Calabria - Dante Alighieri,LM-87,Servizio sociale e politiche sociali,Politiche per l'Innovazione e l'Inclusione Sociale,REGGIO CALABRIA,REGGIO CALABRIA,""
4704,2020/2021,8003,Reggio Calabria - Dante Alighieri,LM-94,Traduzione specialistica e interpretariato,Interpretariato e Mediazione Interculturale,REGGIO CALABRIA,REGGIO CALABRIA,""
4705,2020/2021,8201,Palermo,L-01,Beni culturali,"Beni Culturali: Conoscenza, Gestione, Valorizzazione",PALERMO,PALERMO,""
4706,2020/2021,8201,Palermo,L-02,Biotecnologie,Biotecnologie,PALERMO,PALERMO,""
4707,2020/2021,8201,Palermo,L-03,"Discipline delle arti figurative, della musica, dello spettacolo e della moda","Discipline delle Arti, della Musica e dello Spettacolo",PALERMO,PALERMO,""
4708,2020/2021,8201,Palermo,L-04,Disegno industriale,Disegno Industriale,PALERMO,PALERMO,""
4709,2020/2021,8201,Palermo,L-05,Filosofia,Studi Filosofici e Storici,PALERMO,PALERMO,""
4710,2020/2021,8201,Palermo,L-07,Ingegneria civile e ambientale,Ingegneria Ambientale,PALERMO,PALERMO,""
4711,2020/2021,8201,Palermo,L-07,Ingegneria civile e ambientale,Ingegneria Civile,PALERMO,PALERMO,""
4712,2020/2021,8201,Palermo,L-08,Ingegneria dell'informazione,Ingegneria Elettronica,PALERMO,PALERMO,""
4713,2020/2021,8201,Palermo,L-08,Ingegneria dell'informazione,Ingegneria Informatica,PALERMO,PALERMO,""
4714,2020/2021,8201,Palermo,L-08,Ingegneria dell'informazione,Ingegneria dell'Innovazione per le Imprese Digitali,PALERMO,PALERMO,""
4715,2020/2021,8201,Palermo,L-08,Ingegneria dell'informazione,Ingegneria Cibernetica,PALERMO,PALERMO,""
4716,2020/2021,8201,Palermo,L-09,Ingegneria industriale,Ingegneria Meccanica,PALERMO,PALERMO,""
4717,2020/2021,8201,Palermo,L-09,Ingegneria industriale,Ingegneria Gestionale,PALERMO,PALERMO,""
4718,2020/2021,8201,Palermo,L-09,Ingegneria industriale,Ingegneria dell'Energia e delle Fonti Rinnovabili,PALERMO,PALERMO,""
4719,2020/2021,8201,Palermo,L-09,Ingegneria industriale,Ingegneria Chimica e Biochimica,PALERMO,PALERMO,""
4720,2020/2021,8201,Palermo,L-09,Ingegneria industriale,Ingegneria Elettrica per la E-Mobility,PALERMO,PALERMO,""
4721,2020/2021,8201,Palermo,L-09,Ingegneria industriale,Ingegneria Biomedica,CALTANISSETTA,CALTANISSETTA,""
4722,2020/2021,8201,Palermo,L-09,Ingegneria industriale,Ingegneria Biomedica,PALERMO,PALERMO,""
4723,2020/2021,8201,Palermo,L-09,Ingegneria industriale,Ingegneria della Sicurezza,PALERMO,PALERMO,""
4724,2020/2021,8201,Palermo,L-10,Lettere,Lettere,PALERMO,PALERMO,""
4725,2020/2021,8201,Palermo,L-11,Lingue e culture moderne,Lingue e Letterature - Studi Interculturali,AGRIGENTO,AGRIGENTO,""
4726,2020/2021,8201,Palermo,L-11,Lingue e culture moderne,Lingue e Letterature - Studi Interculturali,PALERMO,PALERMO,""
4727,2020/2021,8201,Palermo,L-12,Mediazione linguistica,Lingue e Letterature - Studi Interculturali,AGRIGENTO,AGRIGENTO,""
4728,2020/2021,8201,Palermo,L-12,Mediazione linguistica,Lingue e Letterature - Studi Interculturali,PALERMO,PALERMO,""
4729,2020/2021,8201,Palermo,L-13,Scienze biologiche,Scienze Biologiche,PALERMO,PALERMO,""
4730,2020/2021,8201,Palermo,L-14,Scienze dei servizi giuridici,Consulente Giuridico D’Impresa,TRAPANI,TRAPANI,""
4731,2020/2021,8201,Palermo,L-15,Scienze del turismo,Scienze del Turismo,PALERMO,PALERMO,""
4732,2020/2021,8201,Palermo,L-15,Scienze del turismo,Scienze del Turismo,TRAPANI,TRAPANI,""
4733,2020/2021,8201,Palermo,L-16,Scienze dell'amministrazione e dell'organizzazione,"Scienze dell'Amministrazione, dell'Organizzazione e Consulenza del Lavoro",PALERMO,PALERMO,""
4734,2020/2021,8201,Palermo,L-18,Scienze dell'economia e della gestione aziendale,Economia e Amministrazione Aziendale,AGRIGENTO,AGRIGENTO,""
4735,2020/2021,8201,Palermo,L-18,Scienze dell'economia e della gestione aziendale,Economia e Amministrazione Aziendale,PALERMO,PALERMO,""
4736,2020/2021,8201,Palermo,L-19,Scienze dell'educazione e della formazione,Scienze dell'Educazione,AGRIGENTO,AGRIGENTO,""
4737,2020/2021,8201,Palermo,L-19,Scienze dell'educazione e della formazione,Scienze dell'Educazione,PALERMO,PALERMO,""
4738,2020/2021,8201,Palermo,L-20,Scienze della comunicazione,Scienze della Comunicazione per i Media e le Istituzioni,PALERMO,PALERMO,""
4739,2020/2021,8201,Palermo,L-20,Scienze della comunicazione,Scienze della Comunicazione per le Culture e le Arti,PALERMO,PALERMO,""
4740,2020/2021,8201,Palermo,L-21,"Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale",Urbanistica e Scienze della Citta',PALERMO,PALERMO,""
4741,2020/2021,8201,Palermo,L-22,Scienze delle attività motorie e sportive,Scienze delle Attività Motorie e Sportive,PALERMO,PALERMO,""
4742,2020/2021,8201,Palermo,L-23,Scienze e tecniche dell'edilizia,"Ingegneria Edile, Innovazione e Recupero del Costruito",PALERMO,PALERMO,""
4743,2020/2021,8201,Palermo,L-23,Scienze e tecniche dell'edilizia,Architettura e Progetto Nel Costruito,AGRIGENTO,AGRIGENTO,""
4744,2020/2021,8201,Palermo,L-24,Scienze e tecniche psicologiche,Scienze e Tecniche Psicologiche,PALERMO,PALERMO,""
4745,2020/2021,8201,Palermo,L-25,Scienze e tecnologie agrarie e forestali,Scienze e Tecnologie Agrarie,CALTANISSETTA,CALTANISSETTA,""
4746,2020/2021,8201,Palermo,L-25,Scienze e tecnologie agrarie e forestali,Scienze e Tecnologie Agrarie,PALERMO,PALERMO,""
4747,2020/2021,8201,Palermo,L-25,Scienze e tecnologie agrarie e forestali,Scienze Forestali ed Ambientali,PALERMO,PALERMO,""
4748,2020/2021,8201,Palermo,L-25,Scienze e tecnologie agrarie e forestali,Viticoltura ed Enologia,MARSALA,TRAPANI,""
4749,2020/2021,8201,Palermo,L-25,Scienze e tecnologie agrarie e forestali,Agroingegneria,PALERMO,PALERMO,""
4750,2020/2021,8201,Palermo,L-26,Scienze e tecnologie alimentari,Scienze e Tecnologie Agroalimentari,PALERMO,PALERMO,""
4751,2020/2021,8201,Palermo,L-27,Scienze e tecnologie chimiche,Chimica,PALERMO,PALERMO,""
4752,2020/2021,8201,Palermo,L-30,Scienze e tecnologie fisiche,Scienze Fisiche,PALERMO,PALERMO,""
4753,2020/2021,8201,Palermo,L-30,Scienze e tecnologie fisiche,Ottica e Optometria,PALERMO,PALERMO,""
4754,2020/2021,8201,Palermo,L-31,Scienze e tecnologie informatiche,Informatica,PALERMO,PALERMO,""
4755,2020/2021,8201,Palermo,L-32,Scienze e tecnologie per l'ambiente e la natura,Scienze della Natura e dell'Ambiente,PALERMO,PALERMO,""
4756,2020/2021,8201,Palermo,L-33,Scienze economiche,Economia e Finanza,PALERMO,PALERMO,""
4757,2020/2021,8201,Palermo,L-34,Scienze geologiche,Scienze Geologiche,PALERMO,PALERMO,""
4758,2020/2021,8201,Palermo,L-35,Scienze matematiche,Matematica,PALERMO,PALERMO,""
4759,2020/2021,8201,Palermo,L-36,Scienze politiche e delle relazioni internazionali,Scienze Politiche e delle Relazioni Internazionali,PALERMO,PALERMO,""
4760,2020/2021,8201,Palermo,L-37,"Scienze sociali per la cooperazione, lo sviluppo e la pace","Sviluppo Economico, Cooperazione Internazionale e Migrazioni",PALERMO,PALERMO,"italiano, inglese"
4761,2020/2021,8201,Palermo,L-39,Servizio sociale,Servizio Sociale,AGRIGENTO,AGRIGENTO,""
4762,2020/2021,8201,Palermo,L-39,Servizio sociale,Servizio Sociale,PALERMO,PALERMO,""
4763,2020/2021,8201,Palermo,L-41,Statistica,Statistica per l'Analisi dei Dati,PALERMO,PALERMO,""
4764,2020/2021,8201,Palermo,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),PALERMO,PALERMO,""
4765,2020/2021,8201,Palermo,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),PALERMO,PALERMO,""
4766,2020/2021,8201,Palermo,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Nursing,PALERMO,PALERMO,inglese
4767,2020/2021,8201,Palermo,L/SNT2,Professioni sanitarie della riabilitazione,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),PALERMO,PALERMO,""
4768,2020/2021,8201,Palermo,L/SNT2,Professioni sanitarie della riabilitazione,Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica),PALERMO,PALERMO,""
4769,2020/2021,8201,Palermo,L/SNT2,Professioni sanitarie della riabilitazione,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),PALERMO,PALERMO,""
4770,2020/2021,8201,Palermo,L/SNT2,Professioni sanitarie della riabilitazione,Ortottica ed Assistenza Oftalmologica (Abilitante alla Professione Sanitaria di Ortottista ed Assistente di Oftalmologia),PALERMO,PALERMO,""
4771,2020/2021,8201,Palermo,L/SNT3,Professioni sanitarie tecniche,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),PALERMO,PALERMO,""
4772,2020/2021,8201,Palermo,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",PALERMO,PALERMO,""
4773,2020/2021,8201,Palermo,L/SNT3,Professioni sanitarie tecniche,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),PALERMO,PALERMO,""
4774,2020/2021,8201,Palermo,L/SNT3,Professioni sanitarie tecniche,Dietistica (Abilitante alla Professione Sanitaria di Dietista),PALERMO,PALERMO,""
4775,2020/2021,8201,Palermo,L/SNT3,Professioni sanitarie tecniche,Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista),PALERMO,PALERMO,""
4776,2020/2021,8201,Palermo,L/SNT4,Professioni sanitarie della prevenzione,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),PALERMO,PALERMO,""
