_id,AnnoA,AteneoCOD,AteneoNOME,ClasseNUMERO,ClasseNOME,CorsoNOME,SedeC,SedeP,CorsoLingua
210,2020/2021,102,Torino Politecnico,LM-29,Ingegneria elettronica,Nanotechnologies For Icts (Nanotecnologie per le Ict),TORINO,TORINO,inglese
211,2020/2021,102,Torino Politecnico,LM-30,Ingegneria energetica e nucleare,Ingegneria Energetica e Nucleare,TORINO,TORINO,""
212,2020/2021,102,Torino Politecnico,LM-31,Ingegneria gestionale,Ingegneria Gestionale,TORINO,TORINO,"italiano, inglese"
213,2020/2021,102,Torino Politecnico,LM-32,Ingegneria informatica,Ingegneria Informatica,TORINO,TORINO,"italiano, inglese"
214,2020/2021,102,Torino Politecnico,LM-32,Ingegneria informatica,Ingegneria del Cinema e dei Mezzi di Comunicazione,TORINO,TORINO,""
215,2020/2021,102,Torino Politecnico,LM-32,Ingegneria informatica,Data Science e Ingegneria,TORINO,TORINO,inglese
216,2020/2021,102,Torino Politecnico,LM-33,Ingegneria meccanica,Ingegneria Meccanica,TORINO,TORINO,""
217,2020/2021,102,Torino Politecnico,LM-33,Ingegneria meccanica,Ingegneria della Produzione Industriale e dell'Innovazione Tecnologica,TORINO,TORINO,""
218,2020/2021,102,Torino Politecnico,LM-33,Ingegneria meccanica,Automotive Engineering (Ingegneria dell'Autoveicolo),TORINO,TORINO,inglese
219,2020/2021,102,Torino Politecnico,LM-35,Ingegneria per l'ambiente e il territorio,Ingegneria per l'Ambiente e il Territorio,TORINO,TORINO,"italiano, inglese"
220,2020/2021,102,Torino Politecnico,LM-35,Ingegneria per l'ambiente e il territorio,Petroleum And Mining Engineering (Ingegneria del Petrolio e Mineraria),TORINO,TORINO,inglese
221,2020/2021,102,Torino Politecnico,LM-44,Modellistica matematico-fisica per l'ingegneria,Ingegneria Matematica,TORINO,TORINO,""
222,2020/2021,102,Torino Politecnico,LM-44,Modellistica matematico-fisica per l'ingegneria,Physics Of Complex Systems,TORINO,TORINO,inglese
223,2020/2021,102,Torino Politecnico,LM-48,Pianificazione territoriale urbanistica e ambientale,"Pianificazione Territoriale, Urbanistica e Paesaggistico-Ambientale",TORINO,TORINO,"italiano, inglese"
224,2020/2021,102,Torino Politecnico,LM-53,Scienza e ingegneria dei materiali,Ingegneria dei Materiali,TORINO,TORINO,""
225,2020/2021,201,Piemonte Orientale,L-02,Biotecnologie,Biotecnologie,NOVARA,NOVARA,""
226,2020/2021,201,Piemonte Orientale,L-05,Filosofia,Filosofia e Comunicazione,VERCELLI,VERCELLI,""
227,2020/2021,201,Piemonte Orientale,L-10,Lettere,Lettere,VERCELLI,VERCELLI,""
228,2020/2021,201,Piemonte Orientale,L-11,Lingue e culture moderne,Lingue Straniere Moderne,VERCELLI,VERCELLI,""
229,2020/2021,201,Piemonte Orientale,L-13,Scienze biologiche,Scienze Biologiche,ALESSANDRIA,ALESSANDRIA,""
230,2020/2021,201,Piemonte Orientale,L-15,Scienze del turismo,Promozione e Gestione del Turismo,NOVARA,NOVARA,""
231,2020/2021,201,Piemonte Orientale,L-16,Scienze dell'amministrazione e dell'organizzazione,"Scienze Politiche, Economiche, Sociali e dell'Amministrazione",ALESSANDRIA,ALESSANDRIA,""
232,2020/2021,201,Piemonte Orientale,L-36,Scienze politiche e delle relazioni internazionali,"Scienze Politiche, Economiche, Sociali e dell'Amministrazione",ALESSANDRIA,ALESSANDRIA,""
233,2020/2021,201,Piemonte Orientale,L-18,Scienze dell'economia e della gestione aziendale,Economia Aziendale,NOVARA,NOVARA,""
234,2020/2021,201,Piemonte Orientale,L-27,Scienze e tecnologie chimiche,Scienza dei Materiali - Chimica,VERCELLI,VERCELLI,""
235,2020/2021,201,Piemonte Orientale,L-27,Scienze e tecnologie chimiche,Chimica,ALESSANDRIA,ALESSANDRIA,""
236,2020/2021,201,Piemonte Orientale,L-31,Scienze e tecnologie informatiche,Informatica,ALESSANDRIA,ALESSANDRIA,""
237,2020/2021,201,Piemonte Orientale,L-39,Servizio sociale,Servizio Sociale,ASTI,ASTI,""
238,2020/2021,201,Piemonte Orientale,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),NOVARA,NOVARA,""
239,2020/2021,201,Piemonte Orientale,L/SNT2,Professioni sanitarie della riabilitazione,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),NOVARA,NOVARA,""
240,2020/2021,201,Piemonte Orientale,L/SNT3,Professioni sanitarie tecniche,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),NOVARA,NOVARA,""
241,2020/2021,201,Piemonte Orientale,L/SNT3,Professioni sanitarie tecniche,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),NOVARA,NOVARA,""
242,2020/2021,201,Piemonte Orientale,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",NOVARA,NOVARA,""
243,2020/2021,201,Piemonte Orientale,LMG/01,Magistrali in giurisprudenza,Giurisprudenza,ALESSANDRIA,ALESSANDRIA,""
244,2020/2021,201,Piemonte Orientale,LM-06,Biologia,Biologia,ALESSANDRIA,ALESSANDRIA,""
245,2020/2021,201,Piemonte Orientale,LM-06,Biologia,Food Health And Environment,VERCELLI,VERCELLI,inglese
246,2020/2021,201,Piemonte Orientale,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",Medical Biotechnology,NOVARA,NOVARA,inglese
247,2020/2021,201,Piemonte Orientale,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",Biotecnologie Farmaceutiche,NOVARA,NOVARA,"italiano, inglese"
248,2020/2021,201,Piemonte Orientale,LM-13,Farmacia e farmacia industriale,Farmacia,NOVARA,NOVARA,""
249,2020/2021,201,Piemonte Orientale,LM-13,Farmacia e farmacia industriale,Chimica e Tecnologia Farmaceutiche,NOVARA,NOVARA,""
250,2020/2021,201,Piemonte Orientale,LM-14,Filologia moderna,"Filologia Moderna, Classica e Comparata",VERCELLI,VERCELLI,""
251,2020/2021,201,Piemonte Orientale,LM-18,Informatica,Informatica,ALESSANDRIA,ALESSANDRIA,""
252,2020/2021,201,Piemonte Orientale,LM-37,Lingue e letterature moderne europee e americane,"Lingue, Culture, Turismo",VERCELLI,VERCELLI,""
253,2020/2021,201,Piemonte Orientale,LM-49,Progettazione e gestione dei sistemi turistici,"Lingue, Culture, Turismo",VERCELLI,VERCELLI,""
254,2020/2021,201,Piemonte Orientale,LM-41,Medicina e chirurgia,Medicina e Chirurgia,NOVARA,NOVARA,""
255,2020/2021,201,Piemonte Orientale,LM-54,Scienze chimiche,Scienze Chimiche,ALESSANDRIA,ALESSANDRIA,""
256,2020/2021,201,Piemonte Orientale,LM-56,Scienze dell'economia,"Economia, Management e Istituzioni",ALESSANDRIA,ALESSANDRIA,"italiano, inglese"
257,2020/2021,201,Piemonte Orientale,LM-76,Scienze economiche per l'ambiente e la cultura,"Economia, Management e Istituzioni",ALESSANDRIA,ALESSANDRIA,"italiano, inglese"
258,2020/2021,201,Piemonte Orientale,LM-77,Scienze economico-aziendali,"Amministrazione, Controllo e Professione",NOVARA,NOVARA,""
259,2020/2021,201,Piemonte Orientale,LM-77,Scienze economico-aziendali,Management e Finanza,NOVARA,NOVARA,""
260,2020/2021,201,Piemonte Orientale,LM-78,Scienze filosofiche,Filosofia,VERCELLI,VERCELLI,""
261,2020/2021,201,Piemonte Orientale,LM-87,Servizio sociale e politiche sociali,Società e Sviluppo Locale,ALESSANDRIA,ALESSANDRIA,""
262,2020/2021,201,Piemonte Orientale,LM-88,Sociologia e ricerca sociale,Società e Sviluppo Locale,ALESSANDRIA,ALESSANDRIA,""
263,2020/2021,201,Piemonte Orientale,LM/SNT1,Scienze infermieristiche e ostetriche,Scienze Infermieristiche e Ostetriche,NOVARA,NOVARA,""
264,2020/2021,401,Bra Scienze Gastronomiche,L/GASTR,"Scienze, culture e politiche della gastronomia",Scienze e Culture Gastronomiche,BRA,CUNEO,"italiano, inglese"
265,2020/2021,401,Bra Scienze Gastronomiche,LM/GASTR,Scienze economiche  e sociali della gastronomia,Management e Innovazione per l'Impresa Alimentare,BRA,CUNEO,inglese
266,2020/2021,701,Aosta,L-12,Mediazione linguistica,Lingue e Comunicazione per l'Impresa e il Turismo,AOSTA,AOSTA,""
267,2020/2021,701,Aosta,L-18,Scienze dell'economia e della gestione aziendale,Scienze dell'Economia e della Gestione Aziendale,SAINT-CHRISTOPHE,AOSTA,""
268,2020/2021,701,Aosta,L-24,Scienze e tecniche psicologiche,Scienze e Tecniche Psicologiche,AOSTA,AOSTA,""
269,2020/2021,701,Aosta,L-36,Scienze politiche e delle relazioni internazionali,Scienze Politiche e delle Relazioni Internazionali,SAINT-CHRISTOPHE,AOSTA,""
270,2020/2021,701,Aosta,LM-37,Lingue e letterature moderne europee e americane,Lingue e Culture per la Promozione delle Aree Montane,AOSTA,AOSTA,""
271,2020/2021,701,Aosta,LM-56,Scienze dell'economia,Economia e Politiche del Territorio e dell'Impresa,SAINT-CHRISTOPHE,AOSTA,""
272,2020/2021,701,Aosta,LM-85 bis,Scienze della formazione primaria,Scienze della Formazione Primaria,AOSTA,AOSTA,"italiano, francese"
273,2020/2021,1001,Genova,L-01,Beni culturali,Conservazione dei Beni Culturali,GENOVA,GENOVA,""
274,2020/2021,1001,Genova,L-02,Biotecnologie,Biotecnologie,GENOVA,GENOVA,""
275,2020/2021,1001,Genova,L-04,Disegno industriale,Design del Prodotto e della Nautica,GENOVA,GENOVA,""
276,2020/2021,1001,Genova,L-04,Disegno industriale,Design del Prodotto e della Nautica,LA SPEZIA,LA SPEZIA,""
277,2020/2021,1001,Genova,L-05,Filosofia,Filosofia,GENOVA,GENOVA,""
278,2020/2021,1001,Genova,L-07,Ingegneria civile e ambientale,Ingegneria Civile e Ambientale,GENOVA,GENOVA,""
279,2020/2021,1001,Genova,L-08,Ingegneria dell'informazione,Ingegneria Informatica,GENOVA,GENOVA,""
280,2020/2021,1001,Genova,L-08,Ingegneria dell'informazione,Ingegneria Biomedica,GENOVA,GENOVA,""
281,2020/2021,1001,Genova,L-08,Ingegneria dell'informazione,Ingegneria Elettronica e Tecnologie dell'Informazione,GENOVA,GENOVA,""
282,2020/2021,1001,Genova,L-09,Ingegneria industriale,Ingegneria Elettrica,GENOVA,GENOVA,""
283,2020/2021,1001,Genova,L-09,Ingegneria industriale,Ingegneria Meccanica,GENOVA,GENOVA,""
284,2020/2021,1001,Genova,L-09,Ingegneria industriale,Ingegneria Meccanica,LA SPEZIA,LA SPEZIA,""
285,2020/2021,1001,Genova,L-09,Ingegneria industriale,Ingegneria Meccanica - Energia e Produzione,SAVONA,SAVONA,""
286,2020/2021,1001,Genova,L-09,Ingegneria industriale,Ingegneria Chimica e di Processo,GENOVA,GENOVA,""
287,2020/2021,1001,Genova,L-09,Ingegneria industriale,Ingegneria Nautica,LA SPEZIA,LA SPEZIA,""
288,2020/2021,1001,Genova,L-09,Ingegneria industriale,Ingegneria Navale,GENOVA,GENOVA,""
289,2020/2021,1001,Genova,L-09,Ingegneria industriale,Ingegneria Gestionale,GENOVA,GENOVA,""
290,2020/2021,1001,Genova,L-10,Lettere,Lettere,GENOVA,GENOVA,""
291,2020/2021,1001,Genova,L-11,Lingue e culture moderne,Lingue e Culture Moderne,GENOVA,GENOVA,""
292,2020/2021,1001,Genova,L-12,Mediazione linguistica,Teorie e Tecniche della Mediazione Interlinguistica,GENOVA,GENOVA,""
293,2020/2021,1001,Genova,L-13,Scienze biologiche,Scienze Biologiche,GENOVA,GENOVA,""
294,2020/2021,1001,Genova,L-14,Scienze dei servizi giuridici,Servizi Legali all'Impresa e alla Pubblica Amministrazione,GENOVA,GENOVA,""
295,2020/2021,1001,Genova,L-14,Scienze dei servizi giuridici,Diritto ed Economia delle Imprese,LA SPEZIA,LA SPEZIA,""
296,2020/2021,1001,Genova,L-18,Scienze dell'economia e della gestione aziendale,Diritto ed Economia delle Imprese,LA SPEZIA,LA SPEZIA,""
297,2020/2021,1001,Genova,L-15,Scienze del turismo,"Scienze del Turismo: Impresa, Cultura e Territorio",IMPERIA,IMPERIA,""
298,2020/2021,1001,Genova,L-17,Scienze dell'architettura,Scienze dell'Architettura,GENOVA,GENOVA,""
299,2020/2021,1001,Genova,L-18,Scienze dell'economia e della gestione aziendale,Economia Aziendale,GENOVA,GENOVA,""
300,2020/2021,1001,Genova,L-18,Scienze dell'economia e della gestione aziendale,"Economia delle Aziende Marittime, della Logistica e dei Trasporti",GENOVA,GENOVA,""
301,2020/2021,1001,Genova,L-19,Scienze dell'educazione e della formazione,Scienze dell'Educazione e della Formazione,GENOVA,GENOVA,""
302,2020/2021,1001,Genova,L-20,Scienze della comunicazione,Scienze della Comunicazione,SAVONA,SAVONA,""
303,2020/2021,1001,Genova,L-22,Scienze delle attività motorie e sportive,"Scienze Motorie, Sport e Salute",SAVONA,SAVONA,""
304,2020/2021,1001,Genova,L-24,Scienze e tecniche psicologiche,Scienze e Tecniche Psicologiche,GENOVA,GENOVA,""
305,2020/2021,1001,Genova,L-27,Scienze e tecnologie chimiche,Chimica e Tecnologie Chimiche,GENOVA,GENOVA,""
306,2020/2021,1001,Genova,L-28,Scienze e tecnologie della navigazione,Maritime Science And Technology,GENOVA,GENOVA,inglese
307,2020/2021,1001,Genova,L-30,Scienze e tecnologie fisiche,Scienza dei Materiali,GENOVA,GENOVA,""
308,2020/2021,1001,Genova,L-30,Scienze e tecnologie fisiche,Fisica,GENOVA,GENOVA,""
309,2020/2021,1001,Genova,L-31,Scienze e tecnologie informatiche,Informatica,GENOVA,GENOVA,""
310,2020/2021,1001,Genova,L-32,Scienze e tecnologie per l'ambiente e la natura,Scienze Ambientali e Naturali,GENOVA,GENOVA,""
311,2020/2021,1001,Genova,L-33,Scienze economiche,Economia e Commercio,GENOVA,GENOVA,""
312,2020/2021,1001,Genova,L-34,Scienze geologiche,Scienze Geologiche,GENOVA,GENOVA,""
313,2020/2021,1001,Genova,L-35,Scienze matematiche,Statistica Matematica e Trattamento Informatico dei Dati (Smid),GENOVA,GENOVA,""
314,2020/2021,1001,Genova,L-35,Scienze matematiche,Matematica,GENOVA,GENOVA,""
315,2020/2021,1001,Genova,L-36,Scienze politiche e delle relazioni internazionali,Scienze Internazionali e Diplomatiche,GENOVA,GENOVA,""
316,2020/2021,1001,Genova,L-16,Scienze dell'amministrazione e dell'organizzazione,Scienze dell'Amministrazione e della Politica,GENOVA,GENOVA,""
317,2020/2021,1001,Genova,L-39,Servizio sociale,Servizio Sociale,GENOVA,GENOVA,""
318,2020/2021,1001,Genova,L-42,Storia,Storia,GENOVA,GENOVA,""
319,2020/2021,1001,Genova,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),CHIAVARI,GENOVA,""
320,2020/2021,1001,Genova,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),GENOVA,GENOVA,""
321,2020/2021,1001,Genova,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),IMPERIA,IMPERIA,""
322,2020/2021,1001,Genova,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),LA SPEZIA,LA SPEZIA,""
323,2020/2021,1001,Genova,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica (Abilitante alla Professione Sanitaria di Infermiere),SAVONA,SAVONA,""
324,2020/2021,1001,Genova,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Infermieristica Pediatrica (Abilitante alla Professione Sanitaria di Infermiere Pediatrico),GENOVA,GENOVA,""
325,2020/2021,1001,Genova,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o),GENOVA,GENOVA,""
326,2020/2021,1001,Genova,L/SNT2,Professioni sanitarie della riabilitazione,Logopedia (Abilitante alla Professione Sanitaria di Logopedista),GENOVA,GENOVA,""
327,2020/2021,1001,Genova,L/SNT2,Professioni sanitarie della riabilitazione,Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale),GENOVA,GENOVA,""
328,2020/2021,1001,Genova,L/SNT2,Professioni sanitarie della riabilitazione,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),CHIAVARI,GENOVA,""
329,2020/2021,1001,Genova,L/SNT2,Professioni sanitarie della riabilitazione,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),GENOVA,GENOVA,""
330,2020/2021,1001,Genova,L/SNT2,Professioni sanitarie della riabilitazione,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),LA SPEZIA,LA SPEZIA,""
331,2020/2021,1001,Genova,L/SNT2,Professioni sanitarie della riabilitazione,Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista),PIETRA LIGURE,SAVONA,""
332,2020/2021,1001,Genova,L/SNT2,Professioni sanitarie della riabilitazione,Ortottica ed Assistenza Oftalmologica (Abilitante alla Professione Sanitaria di Ortottista ed Assistente di Oftalmologia),GENOVA,GENOVA,""
333,2020/2021,1001,Genova,L/SNT2,Professioni sanitarie della riabilitazione,Podologia (Abilitante alla Professione Sanitaria di Podologo),GENOVA,GENOVA,""
334,2020/2021,1001,Genova,L/SNT2,Professioni sanitarie della riabilitazione,Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica),GENOVA,GENOVA,""
335,2020/2021,1001,Genova,L/SNT2,Professioni sanitarie della riabilitazione,Terapia della Neuro e Psicomotricità dell'Età Evolutiva (Abilitante alla Professione Sanitaria di Terapista della Neuro e Psicomotricità dell'Età Evolutiva),GENOVA,GENOVA,""
336,2020/2021,1001,Genova,L/SNT3,Professioni sanitarie tecniche,Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico),GENOVA,GENOVA,""
337,2020/2021,1001,Genova,L/SNT3,Professioni sanitarie tecniche,"Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica)",GENOVA,GENOVA,""
338,2020/2021,1001,Genova,L/SNT3,Professioni sanitarie tecniche,Tecniche Ortopediche (Abilitante alla Professione Sanitaria di Tecnico Ortopedico),GENOVA,GENOVA,""
339,2020/2021,1001,Genova,L/SNT3,Professioni sanitarie tecniche,Tecniche di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare (Abilitante alla Professione Sanitaria di Tecnico di Fisiopatologia Cardiocircolatoria e Perfusione Cardiovascolare),GENOVA,GENOVA,""
340,2020/2021,1001,Genova,L/SNT3,Professioni sanitarie tecniche,Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale),GENOVA,GENOVA,""
341,2020/2021,1001,Genova,L/SNT3,Professioni sanitarie tecniche,Dietistica (Abilitante alla Professione Sanitaria di Dietista),GENOVA,GENOVA,""
342,2020/2021,1001,Genova,L/SNT4,Professioni sanitarie della prevenzione,Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro),GENOVA,GENOVA,""
343,2020/2021,1001,Genova,LMG/01,Magistrali in giurisprudenza,Giurisprudenza,GENOVA,GENOVA,""
344,2020/2021,1001,Genova,LMG/01,Magistrali in giurisprudenza,Giurisprudenza,IMPERIA,IMPERIA,""
345,2020/2021,1001,Genova,LM-02,Archeologia,"Scienze dell'Antichità: Archeologia, Filologia e Letterature, Storia",GENOVA,GENOVA,""
346,2020/2021,1001,Genova,LM-15,"Filologia, letterature e storia dell'antichità","Scienze dell'Antichità: Archeologia, Filologia e Letterature, Storia",GENOVA,GENOVA,""
347,2020/2021,1001,Genova,LM-03,Architettura del paesaggio,Progettazione delle Aree Verdi e del Paesaggio,GENOVA,GENOVA,""
348,2020/2021,1001,Genova,LM-04,Architettura e ingegneria edile-architettura,Ingegneria Edile-Architettura,GENOVA,GENOVA,""
349,2020/2021,1001,Genova,LM-04,Architettura e ingegneria edile-architettura,Architettura,GENOVA,GENOVA,""
350,2020/2021,1001,Genova,LM-06,Biologia,Biologia Applicata e Sperimentale,GENOVA,GENOVA,""
